Ponto;Lat;Lon;Altura;Altura G;Altura C;Lon UTM;Lat UTM
AUTO10481;-23,97066;-46,34108;-3,958;-4,57;0,612;363558,001445581;7348372,99216345
AUTO10482;-23,97067;-46,34108;-3,996;-4,57;0,574;363558,011977484;7348371,88482393
AUTO10483;-23,97068;-46,34109;-4,024;-4,57;0,546;363557,004980335;7348370,76780664
AUTO10484;-23,97069;-46,34109;-4,047;-4,57;0,523000000000001;363557,015512324;7348369,66046711
AUTO10485;-23,9707;-46,34109;-4,071;-4,57;0,499000000000001;363557,026044318;7348368,55312758
AUTO10486;-23,97072;-46,3411;-4,097;-4,57;0,473;363556,029579574;7348366,32877067
AUTO10487;-23,97073;-46,3411;-4,124;-4,57;0,446000000000001;363556,040111658;7348365,22143113
AUTO10488;-23,97074;-46,3411;-4,133;-4,57;0,437;363556,050643747;7348364,11409159
AUTO10489;-23,97075;-46,3411;-4,175;-4,57;0,395;363556,06117584;7348363,00675205
AUTO10490;-23,97076;-46,34111;-4,215;-4,57;0,355;363555,054179504;7348361,88973458
AUTO10491;-23,97078;-46,34111;-4,233;-4,57;0,337000000000001;363555,075243868;7348359,67505548
AUTO10492;-23,97079;-46,34111;-4,246;-4,57;0,324;363555,085776056;7348358,56771593
AUTO10493;-23,9708;-46,34111;-4,25;-4,57;0,32;363555,096308249;7348357,46037638
AUTO10494;-23,97081;-46,34111;-4,276;-4,57;0,294;363555,106840445;7348356,35303683
AUTO10495;-23,97082;-46,34111;-4,283;-4,57;0,287;363555,117372646;7348355,24569727
AUTO10496;-23,97083;-46,34111;-4,279;-4,57;0,291;363555,127904851;7348354,13835772
AUTO10497;-23,97084;-46,34112;-4,264;-4,57;0,306;363554,120909253;7348353,02134014
AUTO10498;-23,97085;-46,34112;-4,344;-4,57;0,226;363554,131441545;7348351,91400058
AUTO10499;-23,97086;-46,34112;-4,308;-4,57;0,262;363554,141973841;7348350,80666101
AUTO10500;-23,97087;-46,34112;-4,375;-4,57;0,195;363554,152506141;7348349,69932145
AUTO10501;-23,97087;-46,34112;-4,342;-4,57;0,228000000000001;363554,152506141;7348349,69932145
AUTO10502;-23,97088;-46,34112;-4,43;-4,57;0,140000000000001;363554,163038445;7348348,59198188
AUTO10503;-23,97089;-46,34112;-4,387;-4,57;0,183000000000001;363554,173570753;7348347,48464231
AUTO10504;-23,9709;-46,34112;-4,422;-4,57;0,148000000000001;363554,184103065;7348346,37730275
AUTO10505;-23,97091;-46,34113;-4,414;-4,57;0,156000000000001;363553,177108122;7348345,26028506
AUTO10506;-23,97092;-46,34113;-4,433;-4,57;0,137;363553,187640521;7348344,15294549
AUTO10507;-23,97093;-46,34113;-4,488;-4,57;0,082;363553,198172924;7348343,04560591
AUTO10508;-23,97094;-46,34113;-4,45;-4,57;0,12;363553,208705332;7348341,93826633
AUTO10509;-23,97095;-46,34113;-4,479;-4,57;0,091;363553,219237743;7348340,83092675
AUTO10510;-23,97096;-46,34113;-4,451;-4,57;0,119000000000001;363553,229770159;7348339,72358717
AUTO10511;-23,97096;-46,34113;-4,501;-4,57;0,069;363553,229770159;7348339,72358717
AUTO10512;-23,97097;-46,34113;-4,503;-4,57;0,067;363553,240302579;7348338,61624759
AUTO10513;-23,97098;-46,34114;-4,526;-4,57;0,044000000000001;363552,233308291;7348337,4992298
AUTO10514;-23,97099;-46,34114;-4,575;-4,57;-0,005;363552,243840798;7348336,39189021
AUTO10515;-23,97099;-46,34114;-4,533;-4,57;0,037;363552,243840798;7348336,39189021
AUTO10516;-23,971;-46,34114;-4,604;-4,57;-0,034;363552,254373309;7348335,28455062
AUTO10517;-23,97101;-46,34114;-4,574;-4,57;-0,004;363552,264905824;7348334,17721103
AUTO10518;-23,97102;-46,34114;-4,583;-4,57;-0,013;363552,275438344;7348333,06987144
AUTO10519;-23,97102;-46,34114;-4,613;-4,57;-0,043;363552,275438344;7348333,06987144
AUTO10520;-23,97103;-46,34114;-4,642;-4,57;-0,072;363552,285970867;7348331,96253185
AUTO10521;-23,97104;-46,34114;-4,63;-4,57;-0,06;363552,296503395;7348330,85519226
AUTO10522;-23,97105;-46,34115;-4,632;-4,57;-0,061999999999999;363551,289509762;7348329,73817436
AUTO10523;-23,97106;-46,34115;-4,625;-4,57;-0,055;363551,300042377;7348328,63083476
AUTO10524;-23,97106;-46,34115;-4,634;-4,57;-0,064;363551,300042377;7348328,63083476
AUTO10525;-23,97107;-46,34115;-4,679;-4,57;-0,109;363551,310574995;7348327,52349516
AUTO10526;-23,97107;-46,34115;-4,664;-4,57;-0,094;363551,310574995;7348327,52349516
AUTO10527;-23,97108;-46,34115;-4,693;-4,57;-0,122999999999999;363551,321107618;7348326,41615556
AUTO10528;-23,97109;-46,34115;-4,694;-4,57;-0,124;363551,331640245;7348325,30881595
AUTO10529;-23,9711;-46,34116;-4,688;-4,57;-0,117999999999999;363550,324647101;7348324,19179796
AUTO10530;-23,9711;-46,34116;-4,717;-4,57;-0,146999999999999;363550,324647101;7348324,19179796
AUTO10531;-23,97111;-46,34116;-4,723;-4,57;-0,153;363550,335179815;7348323,08445835
AUTO10532;-23,97111;-46,34116;-4,722;-4,57;-0,152;363550,335179815;7348323,08445835
AUTO10533;-23,97112;-46,34116;-4,704;-4,57;-0,133999999999999;363550,345712533;7348321,97711874
AUTO10534;-23,97111;-46,34117;-4,723;-4,57;-0,153;363549,317654117;7348323,07477988
AUTO10535;-23,97111;-46,34118;-4,769;-4,57;-0,199;363548,300128414;7348323,06510134
AUTO10536;-23,97111;-46,34119;-4,709;-4,57;-0,138999999999999;363547,282602711;7348323,05542273
AUTO10537;-23,97111;-46,34119;-4,659;-4,57;-0,089;363547,282602711;7348323,05542273
AUTO10538;-23,97111;-46,3412;-4,759;-4,57;-0,189;363546,265077003;7348323,04574405
AUTO10539;-23,97111;-46,34121;-4,738;-4,57;-0,168;363545,247551294;7348323,03606529
AUTO10540;-23,97111;-46,34122;-4,741;-4,57;-0,170999999999999;363544,230025581;7348323,02638647
AUTO10541;-23,97111;-46,34122;-4,746;-4,57;-0,176;363544,230025581;7348323,02638647
AUTO10542;-23,97111;-46,34123;-4,72;-4,57;-0,149999999999999;363543,212499865;7348323,01670757
AUTO10543;-23,9711;-46,34124;-4,774;-4,57;-0,204;363542,184440804;7348324,11436823
AUTO10544;-23,9711;-46,34125;-4,71;-4,57;-0,14;363541,166915004;7348324,10468919
AUTO10545;-23,97111;-46,34126;-4,77;-4,57;-0,199999999999999;363540,159922702;7348322,98767044
AUTO10546;-23,97111;-46,34127;-4,738;-4,57;-0,168;363539,142396975;7348322,97799125
AUTO10547;-23,9711;-46,34128;-4,71;-4,57;-0,14;363538,114337587;7348324,07565163
AUTO10548;-23,9711;-46,34129;-4,779;-4,57;-0,209;363537,096811776;7348324,0659723
AUTO10549;-23,9711;-46,34129;-4,753;-4,57;-0,183;363537,096811776;7348324,0659723
AUTO10550;-23,9711;-46,3413;-4,707;-4,57;-0,137;363536,079285964;7348324,0562929
AUTO10551;-23,9711;-46,34131;-4,733;-4,57;-0,162999999999999;363535,061760146;7348324,04661343
AUTO10552;-23,9711;-46,34132;-4,753;-4,57;-0,183;363534,044234327;7348324,03693388
AUTO10553;-23,9711;-46,34133;-4,788;-4,57;-0,218;363533,026708504;7348324,02725426
AUTO10554;-23,9711;-46,34134;-4,721;-4,57;-0,151;363532,009182679;7348324,01757457
AUTO10555;-23,9711;-46,34135;-4,782;-4,57;-0,212;363530,991656852;7348324,00789481
AUTO10556;-23,9711;-46,34136;-4,744;-4,57;-0,174;363529,974131021;7348323,99821497
AUTO10557;-23,9711;-46,34137;-4,792;-4,57;-0,222;363528,956605188;7348323,98853506
AUTO10558;-23,9711;-46,34138;-4,736;-4,57;-0,165999999999999;363527,939079351;7348323,97885508
AUTO10559;-23,9711;-46,34138;-4,734;-4,57;-0,164;363527,939079351;7348323,97885508
AUTO10560;-23,9711;-46,34139;-4,771;-4,57;-0,201;363526,921553512;7348323,96917503
AUTO10561;-23,9711;-46,3414;-4,74;-4,57;-0,17;363525,90402767;7348323,95949491
AUTO10562;-23,9711;-46,34141;-4,775;-4,57;-0,205;363524,886501826;7348323,94981471
AUTO10563;-23,9711;-46,34142;-4,73;-4,57;-0,16;363523,868975979;7348323,94013444
AUTO10564;-23,9711;-46,34143;-4,673;-4,57;-0,103;363522,851450128;7348323,9304541
AUTO10565;-23,9711;-46,34143;-4,745;-4,57;-0,175;363522,851450128;7348323,9304541
AUTO10566;-23,9711;-46,34144;-4,756;-4,57;-0,186;363521,833924275;7348323,92077369
AUTO10567;-23,9711;-46,34145;-4,783;-4,57;-0,213;363520,816398419;7348323,9110932
AUTO10568;-23,9711;-46,34146;-4,749;-4,57;-0,178999999999999;363519,798872561;7348323,90141265
AUTO10569;-23,9711;-46,34146;-4,743;-4,57;-0,173;363519,798872561;7348323,90141265
AUTO10570;-23,9711;-46,34147;-4,784;-4,57;-0,214;363518,781346699;7348323,89173202
AUTO10571;-23,9711;-46,34148;-4,751;-4,57;-0,181;363517,763820835;7348323,88205131
AUTO10572;-23,97109;-46,34149;-4,78;-4,57;-0,21;363516,735759664;7348324,97971025
AUTO10573;-23,97109;-46,3415;-4,764;-4,57;-0,194;363515,718233716;7348324,9700294
AUTO10574;-23,97109;-46,34151;-4,74;-4,57;-0,17;363514,700707765;7348324,96034849
AUTO10575;-23,97109;-46,34152;-4,784;-4,57;-0,214;363513,68318181;7348324,9506675
AUTO10576;-23,97108;-46,34153;-4,732;-4,57;-0,162;363512,65512024;7348326,04832616
AUTO10577;-23,97108;-46,34153;-4,741;-4,57;-0,170999999999999;363512,65512024;7348326,04832616
AUTO10578;-23,97108;-46,34154;-4,689;-4,57;-0,119;363511,637594201;7348326,03864503
AUTO10579;-23,97108;-46,34155;-4,782;-4,57;-0,212;363510,620068161;7348326,02896383
AUTO10580;-23,97108;-46,34155;-4,743;-4,57;-0,173;363510,620068161;7348326,02896383
AUTO10581;-23,97108;-46,34156;-4,769;-4,57;-0,199;363509,602542117;7348326,01928256
AUTO10582;-23,97107;-46,34157;-4,727;-4,57;-0,157;363508,574480147;7348327,11694094
AUTO10583;-23,97108;-46,34158;-4,768;-4,57;-0,198;363507,56749002;7348325,99991979
AUTO10584;-23,97108;-46,34159;-4,785;-4,57;-0,215;363506,549963968;7348325,9902383
AUTO10585;-23,97107;-46,3416;-4,729;-4,57;-0,159;363505,521901754;7348327,08789648
AUTO10586;-23,97107;-46,34161;-4,768;-4,57;-0,198;363504,504375616;7348327,07821485
AUTO10587;-23,97107;-46,34162;-4,753;-4,57;-0,183;363503,486849478;7348327,06853314
AUTO10588;-23,97107;-46,34162;-4,736;-4,57;-0,165999999999999;363503,486849478;7348327,06853314
AUTO10589;-23,97107;-46,34163;-4,757;-4,57;-0,186999999999999;363502,469323334;7348327,05885137
AUTO10590;-23,97107;-46,34164;-4,745;-4,57;-0,175;363501,45179719;7348327,04916952
AUTO10591;-23,97107;-46,34165;-4,726;-4,57;-0,156;363500,434271042;7348327,0394876
AUTO10592;-23,97107;-46,34166;-4,803;-4,57;-0,233;363499,416744893;7348327,02980561
AUTO10593;-23,97107;-46,34167;-4,735;-4,57;-0,165;363498,399218739;7348327,02012354
AUTO10594;-23,97107;-46,34167;-4,779;-4,57;-0,209;363498,399218739;7348327,02012354
AUTO10595;-23,97107;-46,34168;-4,753;-4,57;-0,183;363497,381692582;7348327,0104414
AUTO10596;-23,97107;-46,34169;-4,756;-4,57;-0,186;363496,364166423;7348327,00075919
AUTO10597;-23,97107;-46,3417;-4,779;-4,57;-0,209;363495,346640261;7348326,99107691
AUTO10598;-23,97107;-46,34171;-4,767;-4,57;-0,197;363494,329114097;7348326,98139456
AUTO10599;-23,97108;-46,34172;-4,771;-4,57;-0,201;363493,322125032;7348325,86437236
AUTO10600;-23,97107;-46,34173;-4,792;-4,57;-0,222;363492,294061759;7348326,96202963
AUTO10601;-23,97108;-46,34174;-4,781;-4,57;-0,210999999999999;363491,287072846;7348325,84500728
AUTO10602;-23,97108;-46,34174;-4,782;-4,57;-0,212;363491,287072846;7348325,84500728
AUTO10603;-23,97107;-46,34175;-4,797;-4,57;-0,226999999999999;363490,259009411;7348326,94266442
AUTO10604;-23,97107;-46,34176;-4,769;-4,57;-0,199;363489,241483232;7348326,93298171
AUTO10605;-23,97107;-46,34177;-4,789;-4,57;-0,218999999999999;363488,22395705;7348326,92329892
AUTO10606;-23,97107;-46,34178;-4,802;-4,57;-0,231999999999999;363487,206430866;7348326,91361606
AUTO10607;-23,97107;-46,34179;-4,76;-4,57;-0,19;363486,188904679;7348326,90393313
AUTO10608;-23,97107;-46,34179;-4,778;-4,57;-0,207999999999999;363486,188904679;7348326,90393313
AUTO10609;-23,97107;-46,3418;-4,766;-4,57;-0,196;363485,171378489;7348326,89425013
AUTO10610;-23,97107;-46,34181;-4,806;-4,57;-0,236;363484,153852297;7348326,88456705
AUTO10611;-23,97107;-46,34182;-4,738;-4,57;-0,168;363483,136326102;7348326,8748839
AUTO10612;-23,97107;-46,34182;-4,803;-4,57;-0,233;363483,136326102;7348326,8748839
AUTO10613;-23,97107;-46,34182;-4,792;-4,57;-0,222;363483,136326102;7348326,8748839
AUTO10614;-23,97107;-46,34183;-4,811;-4,57;-0,241;363482,118799903;7348326,86520068
AUTO10615;-23,97107;-46,34184;-4,799;-4,57;-0,229;363481,101273702;7348326,85551739
AUTO10616;-23,97107;-46,34184;-4,776;-4,57;-0,206;363481,101273702;7348326,85551739
AUTO10617;-23,97107;-46,34185;-4,792;-4,57;-0,222;363480,083747498;7348326,84583402
AUTO10618;-23,97107;-46,34186;-4,782;-4,57;-0,212;363479,066221292;7348326,83615058
AUTO10619;-23,97107;-46,34186;-4,773;-4,57;-0,202999999999999;363479,066221292;7348326,83615058
AUTO10620;-23,97107;-46,34187;-4,724;-4,57;-0,154;363478,048695082;7348326,82646708
AUTO10621;-23,97107;-46,34187;-4,802;-4,57;-0,231999999999999;363478,048695082;7348326,82646708
AUTO10622;-23,97107;-46,34188;-4,778;-4,57;-0,207999999999999;363477,031168868;7348326,81678349
AUTO10623;-23,97107;-46,34189;-4,8;-4,57;-0,23;363476,013642655;7348326,80709984
AUTO10624;-23,97107;-46,34189;-4,825;-4,57;-0,255;363476,013642655;7348326,80709984
AUTO10625;-23,97107;-46,3419;-4,816;-4,57;-0,246;363474,996116436;7348326,79741611
AUTO10626;-23,97107;-46,34191;-4,824;-4,57;-0,254;363473,978590216;7348326,78773232
AUTO10627;-23,97107;-46,34191;-4,851;-4,57;-0,281;363473,978590216;7348326,78773232
AUTO10628;-23,97107;-46,34192;-4,797;-4,57;-0,226999999999999;363472,961063993;7348326,77804845
AUTO10629;-23,97106;-46,34193;-4,781;-4,57;-0,210999999999999;363471,932999017;7348327,87570434
AUTO10630;-23,97107;-46,34193;-4,837;-4,57;-0,266999999999999;363471,943537766;7348326,7683645
AUTO10631;-23,97106;-46,34194;-4,796;-4,57;-0,226;363470,915472709;7348327,86602033
AUTO10632;-23,97106;-46,34195;-4,801;-4,57;-0,231;363469,897946399;7348327,85633625
AUTO10633;-23,97106;-46,34195;-4,813;-4,57;-0,242999999999999;363469,897946399;7348327,85633625
AUTO10634;-23,97106;-46,34196;-4,834;-4,57;-0,263999999999999;363468,880420086;7348327,84665209
AUTO10635;-23,97106;-46,34197;-4,819;-4,57;-0,249;363467,862893769;7348327,83696786
AUTO10636;-23,97106;-46,34197;-4,798;-4,57;-0,228;363467,862893769;7348327,83696786
AUTO10637;-23,97106;-46,34198;-4,805;-4,57;-0,234999999999999;363466,84536745;7348327,82728356
AUTO10638;-23,97106;-46,34198;-4,786;-4,57;-0,215999999999999;363466,84536745;7348327,82728356
AUTO10639;-23,97106;-46,34199;-4,833;-4,57;-0,263;363465,827841128;7348327,81759919
AUTO10640;-23,97106;-46,342;-4,841;-4,57;-0,271;363464,810314804;7348327,80791474
AUTO10641;-23,97106;-46,34201;-4,799;-4,57;-0,229;363463,792788476;7348327,79823023
AUTO10642;-23,97106;-46,34201;-4,821;-4,57;-0,250999999999999;363463,792788476;7348327,79823023
AUTO10643;-23,97106;-46,34202;-4,814;-4,57;-0,244;363462,775262146;7348327,78854564
AUTO10644;-23,97106;-46,34202;-4,807;-4,57;-0,237;363462,775262146;7348327,78854564
AUTO10645;-23,97106;-46,34203;-4,805;-4,57;-0,234999999999999;363461,757735813;7348327,77886097
AUTO10646;-23,97106;-46,34204;-4,715;-4,57;-0,145;363460,740209478;7348327,76917624
AUTO10647;-23,97105;-46,34204;-4,789;-4,57;-0,218999999999999;363460,729669869;7348328,87651611
AUTO10648;-23,97105;-46,34205;-4,786;-4,57;-0,215999999999999;363459,712143451;7348328,86683131
AUTO10649;-23,97105;-46,34206;-4,771;-4,57;-0,201;363458,694617032;7348328,85714643
AUTO10650;-23,97105;-46,34206;-4,776;-4,57;-0,206;363458,694617032;7348328,85714643
AUTO10651;-23,97104;-46,34207;-4,769;-4,57;-0,199;363457,666550768;7348329,95480136
AUTO10652;-23,97104;-46,34208;-4,778;-4,57;-0,207999999999999;363456,649024263;7348329,94511635
AUTO10653;-23,97104;-46,34208;-4,774;-4,57;-0,204;363456,649024263;7348329,94511635
AUTO10654;-23,97103;-46,34209;-4,794;-4,57;-0,223999999999999;363455,620957763;7348331,04277114
AUTO10655;-23,97103;-46,34209;-4,781;-4,57;-0,210999999999999;363455,620957763;7348331,04277114
AUTO10656;-23,97103;-46,3421;-4,797;-4,57;-0,226999999999999;363454,603431174;7348331,03308598
AUTO10657;-23,97103;-46,34211;-4,765;-4,57;-0,194999999999999;363453,585904583;7348331,02340075
AUTO10658;-23,97103;-46,34212;-4,824;-4,57;-0,254;363452,568377989;7348331,01371545
AUTO10659;-23,97102;-46,34213;-4,766;-4,57;-0,196;363451,540311088;7348332,11136997
AUTO10660;-23,97102;-46,34213;-4,775;-4,57;-0,205;363451,540311088;7348332,11136997
AUTO10661;-23,97102;-46,34214;-4,787;-4,57;-0,217;363450,52278441;7348332,10168453
AUTO10662;-23,97101;-46,34214;-4,781;-4,57;-0,210999999999999;363450,512244031;7348333,20902442
AUTO10663;-23,971;-46,34213;-4,741;-4,57;-0,170999999999999;363451,519230492;7348334,32604976
AUTO10664;-23,97099;-46,34214;-4,768;-4,57;-0,198;363450,491163287;7348335,42370421
AUTO10665;-23,97099;-46,34214;-4,699;-4,57;-0,129;363450,491163287;7348335,42370421
AUTO10666;-23,97098;-46,34214;-4,633;-4,57;-0,063;363450,480622921;7348336,5310441
AUTO10667;-23,97097;-46,34214;-4,726;-4,57;-0,156;363450,470082559;7348337,63838399
AUTO10668;-23,97096;-46,34214;-4,682;-4,57;-0,112;363450,459542201;7348338,74572388
AUTO10669;-23,97096;-46,34214;-4,705;-4,57;-0,135;363450,459542201;7348338,74572388
AUTO10670;-23,97095;-46,34214;-4,672;-4,57;-0,101999999999999;363450,449001847;7348339,85306377
AUTO10671;-23,97094;-46,34214;-4,661;-4,57;-0,090999999999999;363450,438461498;7348340,96040366
AUTO10672;-23,97093;-46,34214;-4,675;-4,57;-0,105;363450,427921152;7348342,06774355
AUTO10673;-23,97093;-46,34214;-4,638;-4,57;-0,068;363450,427921152;7348342,06774355
AUTO10674;-23,97092;-46,34214;-4,619;-4,57;-0,049;363450,417380811;7348343,17508343
AUTO10675;-23,97091;-46,34214;-4,62;-4,57;-0,05;363450,406840474;7348344,28242331
AUTO10676;-23,9709;-46,34214;-4,566;-4,57;0,004;363450,396300141;7348345,38976319
AUTO10677;-23,97089;-46,34214;-4,601;-4,57;-0,031;363450,385759813;7348346,49710307
AUTO10678;-23,97088;-46,34214;-4,546;-4,57;0,024;363450,375219488;7348347,60444295
AUTO10679;-23,97088;-46,34214;-4,524;-4,57;0,046;363450,375219488;7348347,60444295
AUTO10680;-23,97087;-46,34214;-4,561;-4,57;0,009;363450,364679167;7348348,71178283
AUTO10681;-23,97086;-46,34214;-4,509;-4,57;0,061;363450,354138851;7348349,8191227
AUTO10682;-23,97085;-46,34214;-4,507;-4,57;0,063000000000001;363450,343598539;7348350,92646258
AUTO10683;-23,97084;-46,34214;-4,548;-4,57;0,022;363450,333058231;7348352,03380245
AUTO10684;-23,97083;-46,34215;-4,48;-4,57;0,09;363449,304989753;7348353,13145687
AUTO10685;-23,97083;-46,34214;-4,489;-4,57;0,081;363450,322517927;7348353,14114232
AUTO10686;-23,97082;-46,34215;-4,486;-4,57;0,084000000000001;363449,294449375;7348354,23879674
AUTO10687;-23,97081;-46,34215;-4,432;-4,57;0,138;363449,283909001;7348355,34613661
AUTO10688;-23,9708;-46,34215;-4,484;-4,57;0,086;363449,273368631;7348356,45347648
AUTO10689;-23,97079;-46,34215;-4,43;-4,57;0,140000000000001;363449,262828265;7348357,56081635
AUTO10690;-23,97079;-46,34215;-4,46;-4,57;0,11;363449,262828265;7348357,56081635
AUTO10691;-23,97078;-46,34215;-4,391;-4,57;0,179;363449,252287904;7348358,66815622
AUTO10692;-23,97077;-46,34215;-4,406;-4,57;0,164000000000001;363449,241747546;7348359,77549608
AUTO10693;-23,97076;-46,34215;-4,362;-4,57;0,208;363449,231207193;7348360,88283595
AUTO10694;-23,97075;-46,34215;-4,401;-4,57;0,169;363449,220666843;7348361,99017581
AUTO10695;-23,97074;-46,34215;-4,339;-4,57;0,231;363449,210126498;7348363,09751568
AUTO10696;-23,97073;-46,34215;-4,34;-4,57;0,23;363449,199586157;7348364,20485554
AUTO10697;-23,97072;-46,34215;-4,332;-4,57;0,238;363449,189045821;7348365,3121954
AUTO10698;-23,97071;-46,34215;-4,308;-4,57;0,262;363449,178505488;7348366,41953526
AUTO10699;-23,97069;-46,34216;-4,254;-4,57;0,316000000000001;363448,139895558;7348368,62452948
AUTO10700;-23,97068;-46,34216;-4,237;-4,57;0,333;363448,129355159;7348369,73186934
AUTO10701;-23,97067;-46,34216;-4,237;-4,57;0,333;363448,118814764;7348370,8392092
AUTO10702;-23,97066;-46,34216;-4,205;-4,57;0,365;363448,108274374;7348371,94654905
AUTO10703;-23,97065;-46,34216;-4,192;-4,57;0,378;363448,097733988;7348373,0538889
AUTO10704;-23,97064;-46,34216;-4,144;-4,57;0,426;363448,087193605;7348374,16122875
AUTO10705;-23,97063;-46,34216;-4,126;-4,57;0,444;363448,076653227;7348375,26856861
AUTO10706;-23,97062;-46,34216;-4,098;-4,57;0,472;363448,066112854;7348376,37590845
AUTO10707;-23,97061;-46,34216;-4,053;-4,57;0,517;363448,055572484;7348377,4832483
AUTO10708;-23,97059;-46,34215;-4,038;-4,57;0,532;363449,05202182;7348379,70761345
AUTO10709;-23,97058;-46,34215;-4,011;-4,57;0,559;363449,041481542;7348380,81495329
AUTO10710;-23,97057;-46,34215;-3,973;-4,57;0,597;363449,030941267;7348381,92229313
AUTO10711;-23,97056;-46,34215;-3,939;-4,57;0,631;363449,020400997;7348383,02963297
AUTO10712;-23,97055;-46,34215;-3,909;-4,57;0,661000000000001;363449,009860731;7348384,13697281
AUTO10713;-23,97054;-46,34215;-3,857;-4,57;0,713;363448,999320469;7348385,24431264
AUTO10714;-23,97052;-46,34215;-3,806;-4,57;0,764;363448,978239957;7348387,45899231
AUTO10715;-23,97051;-46,34215;-3,784;-4,57;0,786000000000001;363448,967699707;7348388,56633214
AUTO10716;-23,9705;-46,34215;-3,737;-4,57;0,833;363448,957159462;7348389,67367197
AUTO10717;-23,97049;-46,34215;-3,687;-4,57;0,883;363448,946619221;7348390,7810118
AUTO10718;-23,97048;-46,34215;-3,657;-4,56;0,903;363448,936078983;7348391,88835162
AUTO10719;-23,97047;-46,34215;-3,579;-4,56;0,980999999999999;363448,92553875;7348392,99569145
AUTO10720;-23,97046;-46,34215;-3,569;-4,56;0,991;363448,914998521;7348394,10303127
AUTO10721;-23,97044;-46,34215;-3,554;-4,56;1,006;363448,893918076;7348396,31771092
AUTO10722;-23,97043;-46,34215;-3,548;-4,56;1,012;363448,88337786;7348397,42505074
AUTO10723;-23,97042;-46,34215;-3,517;-4,56;1,043;363448,872837648;7348398,53239056
AUTO10724;-23,97041;-46,34215;-3,507;-4,56;1,053;363448,862297439;7348399,63973038
AUTO10725;-23,9704;-46,34215;-3,508;-4,56;1,052;363448,851757235;7348400,74707019
AUTO10726;-23,97039;-46,34215;-3,49;-4,56;1,07;363448,841217036;7348401,85441001
AUTO10727;-23,97037;-46,34215;-3,473;-4,56;1,087;363448,820136648;7348404,06908963
AUTO10728;-23,97036;-46,34215;-3,455;-4,56;1,105;363448,809596461;7348405,17642944
AUTO10729;-23,97035;-46,34215;-3,44;-4,56;1,12;363448,799056278;7348406,28376925
AUTO10730;-23,97034;-46,34215;-3,415;-4,56;1,145;363448,788516099;7348407,39110906
AUTO10731;-23,97033;-46,34215;-3,396;-4,56;1,164;363448,777975924;7348408,49844887
AUTO10732;-23,97032;-46,34215;-3,386;-4,56;1,174;363448,767435753;7348409,60578867
AUTO10733;-23,9703;-46,34214;-3,392;-4,56;1,168;363449,763887763;7348411,83015357
AUTO10734;-23,97029;-46,34214;-3,381;-4,56;1,179;363449,753347684;7348412,93749337
AUTO10735;-23,97028;-46,34214;-3,371;-4,56;1,189;363449,742807608;7348414,04483317
AUTO10736;-23,97027;-46,34214;-3,364;-4,56;1,196;363449,732267537;7348415,15217297
AUTO10737;-23,97026;-46,34214;-3,337;-4,56;1,223;363449,721727469;7348416,25951276
AUTO10738;-23,97024;-46,34214;-3,337;-4,56;1,223;363449,700647347;7348418,47419234
AUTO10739;-23,97023;-46,34214;-3,309;-4,56;1,251;363449,690107292;7348419,58153213
AUTO10740;-23,97022;-46,34214;-3,314;-4,56;1,246;363449,679567242;7348420,68887192
AUTO10741;-23,97021;-46,34214;-3,285;-4,56;1,275;363449,669027195;7348421,79621171
AUTO10742;-23,9702;-46,34214;-3,258;-4,56;1,302;363449,658487153;7348422,90355149
AUTO10743;-23,97019;-46,34214;-3,226;-4,56;1,334;363449,647947115;7348424,01089128
AUTO10744;-23,97017;-46,34214;-3,225;-4,56;1,335;363449,626867051;7348426,22557084
AUTO10745;-23,97016;-46,34214;-3,198;-4,56;1,362;363449,616327025;7348427,33291062
AUTO10746;-23,97015;-46,34214;-3,16;-4,56;1,4;363449,605787004;7348428,4402504
AUTO10747;-23,97014;-46,34214;-3,138;-4,56;1,422;363449,595246986;7348429,54759018
AUTO10748;-23,97013;-46,34214;-3,108;-4,56;1,452;363449,584706973;7348430,65492996
AUTO10749;-23,97011;-46,34214;-3,095;-4,56;1,465;363449,563626959;7348432,86960951
AUTO10750;-23,9701;-46,34214;-3,049;-4,56;1,511;363449,553086958;7348433,97694928
AUTO10751;-23,97009;-46,34214;-3,022;-4,56;1,538;363449,542546961;7348435,08428905
AUTO10752;-23,97008;-46,34214;-2,995;-4,56;1,565;363449,532006969;7348436,19162882
AUTO10753;-23,97007;-46,34214;-2,995;-4,56;1,565;363449,52146698;7348437,29896859
AUTO10754;-23,97006;-46,34214;-2,991;-4,56;1,569;363449,510926996;7348438,40630835
AUTO10755;-23,97004;-46,34214;-2,973;-4,56;1,587;363449,48984704;7348440,62098788
AUTO10756;-23,97003;-46,34214;-2,969;-4,56;1,591;363449,479307068;7348441,72832764
AUTO10757;-23,97002;-46,34214;-2,97;-4,56;1,59;363449,4687671;7348442,83566741
AUTO10758;-23,97001;-46,34214;-2,951;-4,56;1,609;363449,458227137;7348443,94300717
AUTO10759;-23,97;-46,34214;-2,943;-4,56;1,617;363449,447687178;7348445,05034693
AUTO10760;-23,96998;-46,34214;-2,924;-4,56;1,636;363449,426607271;7348447,26502644
AUTO10761;-23,96997;-46,34214;-2,91;-4,56;1,65;363449,416067324;7348448,37236619
AUTO10762;-23,96996;-46,34214;-2,899;-4,56;1,661;363449,405527382;7348449,47970595
